phylum	class	order	family	genus	species	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sterolibacterium	Sterolibacterium sp. TKU1	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	Rhodoferax antarcticus	0	0	0	0	0	0.2	0.4	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus flexus	0.2	0	0	0	0	0	0	0	0.4	0	0	0	0	0
Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	Holophaga sp. oral clone CA002	2.1	4.4	4.1	1.6	5.9	0	14	1.4	0	3.5	6.6	9.1	23.4	4
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified	2.3	12.1	4	7.1	5	5.1	2.1	1.3	1.4	3.4	4.7	4.9	2.9	3.1
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	unclassified	0	0	0.1	0	0.1	4.3	0	0	0	0	0.7	0	0.3	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema	Desulfonema sp. enrichment culture clone CIBANICRA-SRB43	0	0	0	0	0	1.7	0.1	0	0	0	0	0	0.9	0
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. WLSH-17	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus sp. DBT11	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp.	2.8	18.1	1.8	4.7	0.2	0	2.2	10.1	5.3	30.2	0.8	0	2.8	6.5
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mojavensis	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0
Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. enrichment culture	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Planctomycetes	unclassified	unclassified	unclassified	unclassified	unclassified	0.8	1.2	0.4	2.1	0.3	0.4	0	0	1.6	3.7	0	2.4	0	1.3
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus sp. J1U23	0	0	0	0	0	0.3	0	0	0	0	1.7	0	0	0
Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Chromatium	Chromatium weissei	0	0	0	0	0.1	2.2	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp. OF414	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. DAB_ST86	0.2	0	0	0.4	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	unclassified	unclassified	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified	unclassified	2.3	4	2.4	9.3	5	5.3	2.8	2.7	5	11	4.2	5.8	0.5	6
Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira sp. enrichment culture clone EC8-10-1_H1	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	unclassified	6.5	49.4	5.7	10.7	0.1	0	5.9	21.2	18.6	33.3	3.4	1.3	0.7	7.2
Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Seinonella	Seinonella peptonophila	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia fungorum	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia niastensis	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. URHE0011	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	unclassified	0	0.9	0	0	0	0.3	0.1	0	0	0.8	0	0	0.8	0
Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea	Zoogloea ramigera	0	3	1.3	0	0.4	1.3	0	15.2	0	0	0	0.9	0	11
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. oral clone JI012	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Sulfobacillus sp. Fras1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	unclassified	0	0	0	0	0	0.9	0	0.2	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	unclassified	0.2	0.4	0	0	5.9	0	0.2	0	0	1	0	3	0.9	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified	1.9	0	0.7	1.8	1.5	0.1	1.5	0	2.6	1.8	4.3	2.4	4	0.5
Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Paracraurococcus	Paracraurococcus ruber	0.4	1.1	2.6	0.7	0.3	0	0	0.6	3.5	4.3	4.7	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. R3-709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	Desulfomonile tiedjei	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SMCC G992	0	0	0	0	0	0	0	0.6	0	0	0.6	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. A2	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	unclassified	unclassified	unclassified	1.3	0	2.1	1.9	0.7	2	0.2	0	0.6	1.7	0	2.1	0.6	0.7
Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	unclassified	unclassified	0	1.2	1.1	0	0.2	0.2	0.2	0	0.9	1.7	0	1.4	0	0.5
Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	unclassified	77.5	95.3	62.4	53.7	52.2	47.9	70.8	64.6	41.6	72.5	103	113.3	78.2	64.1
Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga	unclassified	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas sp. M29T15	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7
Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium chitae	0	0	0.2	0	0.7	0	0	0	0	0	0	0.8	0	0
Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Actinoallomurus sp.	0	0	0	0.5	0	0	0	0	0	0	0.9	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. Hotan2	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PDD-60b-16	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium salsuginis	1.6	0	0	2.3	0	0	0.4	0	0	0	1	1.7	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chishuiella	Chishuiella sp. YIM 102668	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	Rubellimicrobium mesophilum	0.1	0	0	0.4	0	0	0.3	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Pseudochrobactrum	Pseudochrobactrum sp. C_AMB_V1	0	0	0	0	0.4	0.5	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter tritici	0	0	0	0	0	0	0.1	0.3	0	0	0	0	0	1.7
Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium ferrooxidans	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. IK-2016	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	unclassified	unclassified	1	3.3	0.8	1.2	2.3	1.5	3	1	1.6	2.8	0	1.5	0.4	1.2
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter sp. SMCC G958	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agreia	Agreia sp. DAB_MM91	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	unclassified	0	0	0.2	0	0	0.1	0	0	0	0	0.7	0	0	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola sp.	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus thermoaerophilus	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus	Ornithinicoccus sp. YJ01	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes humidus	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulforegula	Desulforegula conservatrix	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	unclassified	0	2.3	0	0.8	0.1	0	0.7	1.2	0.8	8	0.8	1.5	0	1.4
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas koreensis	0.5	0.9	0.2	0.2	0.2	0	2.5	0	0.6	4.5	1.8	0.9	0.8	2.2
Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	0.2	0	0	0	0	0	0.4	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. A-Se-D-6-1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer sp. 125 MRR	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. CCBAU 10758	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas congelans	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0.5
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. nah_46	0	0	0	0.3	0	0	0	0	0	0	0	0	0.6	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. P3723	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Afifella	unclassified	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0.9
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter sp. TR7-06	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella sp. I12A-02623	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0
Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Cerasicoccus	Cerasicoccus sp. CC-MHH0563	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. FJAT-17096	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp. 16-60	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp.	0.4	0.6	0.3	0.1	0.4	0	0	4.5	0	0	0	0	0	2
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. CHS-2	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Archangium	Archangium disciforme	0	0	0.7	0.6	0	0.1	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UMAB-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7
Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola sp. SKS36	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unclassified	unclassified	2.8	2.5	0.3	3	1.8	7	0.6	0.7	0.7	6.3	0.7	0	0.8	1.7
Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter	Adhaeribacter aerolatus	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	unclassified	1.9	62.8	11.6	35.7	0.1	0	29.2	1.2	2.4	10.1	3.7	0	1.8	8.1
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseinatronobacter	Roseinatronobacter sp. JAM-AL0205	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0
Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces punctatus	0.3	1.4	0	1	0	0.3	0	1.3	0	2.5	0.7	0.7	2.8	0.8
Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unclassified	unclassified	0.4	0	0.5	1.7	0	0	0	0	0	0.9	0	0	0.7	1.2
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Henriciella	Henriciella sp. MCCC1A09942	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter taiwanensis	0	0	0	0	0	0.5	0.3	0	0	0	0	0	0	0
Chlamydiae	Chlamydiia	unclassified	unclassified	unclassified	unclassified	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0
Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Cryptococcus	Cryptococcus sp. 6b-DFS2	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	Dokdonella fugitiva	0.2	0	0	0	0.1	1	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. HKG 152	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0
Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	Flaviaesturariibacter sp.	0.1	0.8	0	0	0	0	0	0	0	0	0	0	0	0
Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	'Hevea brasiliensis' phytoplasma	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Geothermomicrobium	Geothermomicrobium terrae	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. SMCC B0693	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	Candidatus Koribacter versatilis	3.5	0	1	0	0.2	0	0.1	0	1	1.8	1.6	0.7	8.8	0.8
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella sp. I13B-01795	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 110921_PC_C_C3	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	unclassified	0.4	0	0.2	0.7	0	0	0	0.3	0.6	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	unclassified	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. BWDY-20	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0
Bacillariophyta	Bacillariophyceae	unclassified	unclassified	unclassified	unclassified	0.3	0	7.2	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Ureibacillus sp. JD-50	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus exiguus	0.8	0.5	0.5	0.4	0.3	0	0.6	0.3	2.7	0	0	0.8	0	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus sp. NIMD15	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria	Kutzneria viridogrisea	0.5	0	0.5	0	0.2	0.9	0	0	0.4	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. W-NB-5	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia sp. MB2009-P2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	unclassified	59.9	168.4	43.2	99.5	0.7	0	71.4	132.2	193	90.2	51	1.7	10.9	129.3
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HaTc27	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	unclassified	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia sp. CB 286320	1.2	0	0	1.6	0	0	0	0	0	1	2.1	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. MUU17	0	0	0	0.2	0	0	1.5	1.9	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella sp. L2170	0	0	0	0	0.2	0	0.1	0	0	0.9	0	0	0	0
Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinocatenispora	unclassified	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0
Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus eryngii	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	unclassified	1.3	0	1.1	5.7	2.4	4	0.2	0	1.3	2	0.8	6	0	1.2
Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	unclassified	0	0	0	0	0	0.4	0	0	0	0	0	0	0.6	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	unclassified	0.2	0	0	1.5	0	0	50.3	0.3	0.6	0	0	0	0	0
Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella sp. TR-24	0.2	0	0.5	0.6	0	0	2.3	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	unclassified	0.3	2.3	0.7	0	0.1	0.9	0.1	1.3	1	0	0	0.6	0.5	3.2
Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus sp.	0.2	0	0	0	0.3	1.3	0	0	0	0	0	1.5	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus xylanisolvens	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	Levilinea saccharolytica	0.1	0	0	0	0.8	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified	4	5.7	3.1	9.1	1.5	2.7	15.6	0.7	5.8	6.1	3.9	0.8	21.1	1.4
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	unclassified	2.6	37.7	3.7	0.9	1.8	9.7	3	4.7	5.9	2.6	6.3	1.3	3.3	8
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. BAB-3368	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	unclassified	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Caecibacter	Caecibacter massiliensis	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Jahnella	Jahnella thaxteri	0	0	0.7	0	0	0.1	0.1	0	0.7	0	0	0	0	0.2
Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	unclassified	0.1	0	0.3	0.3	0	0	0	0	0	0	1.8	0	1.1	0.7
Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Glycomyces	unclassified	0	0	6.4	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 9k-CH10	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	Sporocytophaga sp. 4v	0	0	0	0.2	0	0	0	0	0	1.9	0	0	0	0
Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus sp. L1961	22.4	61.7	21.4	93.7	0	0	39.6	2.5	4.2	2.8	0.8	57.4	2.3	7.7
Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	Saccharophagus sp. MM1-2b	0	0	0	0	22.5	0	0	0	0	0	0	0.5	0	0
Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JC255	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter	unclassified	2.8	9.6	2.3	7.4	0.3	0	3.2	4.8	4.9	6.4	0.8	0	3.2	6.8
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera sp. S92	0	1.9	0.5	0.2	0	0	0	0	0.3	0.9	0	0	0.9	0.8
Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	unclassified	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia homoeocarpa	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	unclassified	3.7	10.4	1.9	4.1	16.3	12.5	5.3	2.4	1.2	3.2	9.8	8.2	2	8.1
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp. EECC-310	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Garciella	Garciella sp. NDRI-PAPB 9	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. AA-T01	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	unclassified	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Labedella	unclassified	0.8	0	0.4	0.3	0	0	0	0	0.6	0	0	0	0	0.5
Bacteroidetes	Saprospiria	Saprospirales	Lewinellaceae	Lewinella	unclassified	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. nah_7	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium rubi	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0
